0000000000000000	0.0	0.0	0.0	0.0	0
8000000000000000	-0.0	-0.0	-0.0	-0.0	-0
3ff0000000000000	1.0	1.0	1.0	1.0	1
4086200000000000	708.0	708.0	708.0	708.0	708
3fd0000000000000	0.25	0.2	0.25	0.25	0.25
3fd6666666666666	0.35	0.3	0.35	0.35	0.35
4005666666666666	2.675	2.7	2.675	2.675	2.675
3fa999999999999a	0.05	0.1	0.05	0.05	0.05
3fc3333333333333	0.15	0.1	0.15	0.15	0.15
3ff7333333333333	1.45	1.4	1.45	1.45	1.45
4004000000000000	2.5	2.5	2.5	2.5	2.5
c004000000000000	-2.5	-2.5	-2.5	-2.5	-2.5
4341c37937e08000	1e+16	1e+16	1e+16	1e+16	1e+16
4341c37937e07fff	9999999999999998.0	9999999999999998.0	9999999999999998.0	9999999999999998.0	1e+16
3f1a36e2eb1c432d	0.0001	0.0	0.0001	0.0001	0.0001
3ee4f8b588e368f1	1e-05	0.0	0.0	1e-05	1e-05
3f202c9dedbc309d	0.0001234	0.0	0.0001	0.0001234	0.0001234
437b69b4ba630f35	1.2345678901234568e+17	1.2345678901234568e+17	1.2345678901234568e+17	1.2345678901234568e+17	1.23457e+17
0000000000000001	5e-324	0.0	0.0	0.0	4.94066e-324
7fefffffffffffff	1.7976931348623157e+308	1.7976931348623157e+308	1.7976931348623157e+308	1.7976931348623157e+308	1.79769e+308
3fb999999999999a	0.1	0.1	0.1	0.1	0.1
3fc999999999999a	0.2	0.2	0.2	0.2	0.2
3fd3333333333334	0.30000000000000004	0.3	0.3	0.3	0.3
40934a0000000000	1234.5	1234.5	1234.5	1234.5	1234.5
40934a3333333333	1234.55	1234.5	1234.55	1234.55	1234.55
409349cccccccccd	1234.45	1234.5	1234.45	1234.45	1234.45
4034000000000000	20.0	20.0	20.0	20.0	20
412e848000000000	1000000.0	1000000.0	1000000.0	1000000.0	1e+06
412e847f00000000	999999.5	999999.5	999999.5	999999.5	1e+06
40f86a0000000000	100000.0	100000.0	100000.0	100000.0	100000
3f4b4e80fda79c4d	0.000833333	0.0	0.0008	0.0008333	0.000833333
404c8fcd6e9b9cb2	57.123456789	57.1	57.1235	57.1234568	57.1235
c0ba04fffcb923a3	-6660.99995	-6661.0	-6661.0	-6660.99995	-6661
40e0e96600000000	34635.1875	34635.2	34635.1875	34635.1875	34635.2
c0e58e5000000000	-44146.5	-44146.5	-44146.5	-44146.5	-44146.5
e5189ff543b6b1d0	-9.978627065325031e+178	-9.978627065325031e+178	-9.978627065325031e+178	-9.978627065325031e+178	-9.97863e+178
40b7d17374e91810	6097.451002663016	6097.5	6097.451	6097.4510027	6097.45
409fce000d1b7176	2035.50005	2035.5	2035.5001	2035.50005	2035.5
c10e398000000000	-247600.0	-247600.0	-247600.0	-247600.0	-247600
4128787f809d1876	801855.7511985439	801855.8	801855.7512	801855.7511985	801856
53063b836afc82a1	9.057669887694146e+91	9.057669887694146e+91	9.057669887694146e+91	9.057669887694146e+91	9.05767e+91
c0b2e09e54f5c95d	-4832.618483888303	-4832.6	-4832.6185	-4832.6184839	-4832.62
d5ec2b4ab11455b2	-8.07572640694432e+105	-8.07572640694432e+105	-8.07572640694432e+105	-8.07572640694432e+105	-8.07573e+105
c04ca53f7ced9168	-57.291	-57.3	-57.291	-57.291	-57.291
c0bcef49e3527670	-7407.288624910274	-7407.3	-7407.2886	-7407.2886249	-7407.29
c0b852cc089e4fe3	-6226.797006506446	-6226.8	-6226.797	-6226.7970065	-6226.8
40c0df748220a3f2	8638.910221176197	8638.9	8638.9102	8638.9102212	8638.91
c0b9a14727bb2fed	-6561.277950000001	-6561.3	-6561.278	-6561.27795	-6561.28
408b7abc6a7ef9db	879.342	879.3	879.342	879.342	879.342
0cb26fc18b622c47	1.6480225802316857e-247	0.0	0.0	0.0	1.64802e-247
999b5d4483730f3a	-2.5156339442326734e-185	-0.0	-0.0	-0.0	-2.51563e-185
dcddf8b81f323ed1	-2.2307317816467217e+139	-2.2307317816467217e+139	-2.2307317816467217e+139	-2.2307317816467217e+139	-2.23073e+139
0a6882ef2ad1bdde	1.5942005233093275e-258	0.0	0.0	0.0	1.5942e-258
5a7ff647b23ccbe7	8.654312118798849e+127	8.654312118798849e+127	8.654312118798849e+127	8.654312118798849e+127	8.65431e+127
b5529e9c36bd5d21	-7.775895725556803e-52	-0.0	-0.0	-0.0	-7.7759e-52
c0adcdfd70a3d70a	-3814.995	-3815.0	-3814.995	-3814.995	-3814.99
40b9bdb8fb14fc24	6589.722581206854	6589.7	6589.7226	6589.7225812	6589.72
c07eaaba8fc89380	-490.6705472788817	-490.7	-490.6705	-490.6705473	-490.671
f005b53dcdffefb3	-4.212752858841466e+231	-4.212752858841466e+231	-4.212752858841466e+231	-4.212752858841466e+231	-4.21275e+231
40aad11d2f1a9fbf	3432.5570000000002	3432.6	3432.557	3432.557	3432.56
40b7be8000000000	6078.5	6078.5	6078.5	6078.5	6078.5
d3f1eb86be625cee	-2.392308787743105e+96	-2.392308787743105e+96	-2.392308787743105e+96	-2.392308787743105e+96	-2.39231e+96
275c29da0cbc385c	4.3626271282405935e-119	0.0	0.0	0.0	4.36263e-119
40ada3f333333333	3793.975	3794.0	3793.975	3793.975	3793.97
6712e0d53b4baff2	3.285633517134935e+188	3.285633517134935e+188	3.285633517134935e+188	3.285633517134935e+188	3.28563e+188
3cc9141eb28e3a2a	6.960707956253225e-16	0.0	0.0	0.0	6.96071e-16
40784e4d6ef4bdc0	388.89390464403186	388.9	388.8939	388.8939046	388.894
8126fb0e9c5fc7da	-4.1888756808092427e-303	-0.0	-0.0	-0.0	-4.18888e-303
40c13a7333333333	8820.9	8820.9	8820.9	8820.9	8820.9
c0d225a800000000	-18582.625	-18582.6	-18582.625	-18582.625	-18582.6
1c3a75bf0cb97d6d	1.0698218366831768e-172	0.0	0.0	0.0	1.06982e-172
40a5a6c7ae147ae1	2771.39	2771.4	2771.39	2771.39	2771.39
c0e1e95200000000	-36682.5625	-36682.6	-36682.5625	-36682.5625	-36682.6
c0eea75000000000	-62778.5	-62778.5	-62778.5	-62778.5	-62778.5
40bd489a9ec94ab8	7496.603985386602	7496.6	7496.604	7496.6039854	7496.6
c055a35379481780	-86.55196983375754	-86.6	-86.552	-86.5519698	-86.552
40bd80538fb1f648	7552.3264113642	7552.3	7552.3264	7552.3264114	7552.33
409aa1b048f95708	1704.4221533736581	1704.4	1704.4222	1704.4221534	1704.42
c0a2e9665fd8adab	-2420.6999499999997	-2420.7	-2420.6999	-2420.69995	-2420.7
1bc82ee72dbe1b5c	7.638825074269793e-175	0.0	0.0	0.0	7.63883e-175
40b5f6d11a5e2036	5622.816808588852	5622.8	5622.8168	5622.8168086	5622.82
cd6ecdd7671e2ed9	-1.0137646867439084e+65	-1.0137646867439084e+65	-1.0137646867439084e+65	-1.0137646867439084e+65	-1.01376e+65
40b0701c49728ef2	4208.110495719813	4208.1	4208.1105	4208.1104957	4208.11
40a80000068db8bb	3072.00005	3072.0	3072.0001	3072.00005	3072
c0b0a6c51eb851eb	-4262.7699999999995	-4262.8	-4262.77	-4262.77	-4262.77
c0b06bdcf1a7bfbf	-4203.863062366784	-4203.9	-4203.8631	-4203.8630624	-4203.86
40d357399999999a	19804.9	19804.9	19804.9	19804.9	19804.9
c09a1d7096bb98c7	-1671.3599499999998	-1671.4	-1671.3599	-1671.35995	-1671.36
40866edf618abf90	717.8590727653227	717.9	717.8591	717.8590728	717.859
c0bb26468d56545e	-6950.2755941349005	-6950.3	-6950.2756	-6950.2755941	-6950.28
40bda0edd2f1a9fc	7584.929	7584.9	7584.929	7584.929	7584.93
40b98173fbe93ee6	6529.453062608582	6529.5	6529.4531	6529.4530626	6529.45
410cd38c00000000	236145.5	236145.5	236145.5	236145.5	236146
c0bda7c7ae147ae1	-7591.78	-7591.8	-7591.78	-7591.78	-7591.78
b0accd80660a473b	-3.1839401143791025e-74	-0.0	-0.0	-0.0	-3.18394e-74
40b7db768a71de69	6107.463049999999	6107.5	6107.463	6107.46305	6107.46
c05bbd8af51c6300	-110.96160629055157	-111.0	-110.9616	-110.9616063	-110.962
c0b08f47d06547e4	-4239.2805236149325	-4239.3	-4239.2805	-4239.2805236	-4239.28
09c7a112ee065e2d	1.5007995981812325e-261	0.0	0.0	0.0	1.5008e-261
c0b7fb8395810625	-6139.514	-6139.5	-6139.514	-6139.514	-6139.51
40adb33851eb851f	3801.61	3801.6	3801.61	3801.61	3801.61
40d295dc00000000	19031.4375	19031.4	19031.4375	19031.4375	19031.4
40e8d13c00000000	50825.875	50825.9	50825.875	50825.875	50825.9
477441cfb8c7f384	1.682892019384678e+36	1.682892019384678e+36	1.682892019384678e+36	1.682892019384678e+36	1.68289e+36
2b0c187c0f826174	2.5088254465061394e-101	0.0	0.0	0.0	2.50883e-101
f32fd0f39a1de4d5	-6.951763792183912e+246	-6.951763792183912e+246	-6.951763792183912e+246	-6.951763792183912e+246	-6.95176e+246
40b73b8666666667	5947.525000000001	5947.5	5947.525	5947.525	5947.53
40d9f64800000000	26585.125	26585.1	26585.125	26585.125	26585.1
40c0698666666666	8403.05	8403.0	8403.05	8403.05	8403.05
c0b96871280b3812	-6504.4420172702685	-6504.4	-6504.442	-6504.4420173	-6504.44
40b47aa64f01b50a	5242.649643046092	5242.6	5242.6496	5242.649643	5242.65
40aae23333333333	3441.1	3441.1	3441.1	3441.1	3441.1
c060f2a74bd2d980	-135.58292189771237	-135.6	-135.5829	-135.5829219	-135.583
40d2990c00000000	19044.1875	19044.2	19044.1875	19044.1875	19044.2
1c5bfa41171ae819	4.524725716179771e-172	0.0	0.0	0.0	4.52473e-172
c0d627ac00000000	-22686.6875	-22686.7	-22686.6875	-22686.6875	-22686.7
40bb540147ae147b	6996.005	6996.0	6996.005	6996.005	6996.01
e0b5860ebe74d9a9	-7.387779389837627e+157	-7.387779389837627e+157	-7.387779389837627e+157	-7.387779389837627e+157	-7.38778e+157
40b45c3333333333	5212.2	5212.2	5212.2	5212.2	5212.2
bdd73b4d085fef86	-8.451622916593525e-11	-0.0	-0.0	-0.0	-8.45162e-11
40b2490ccccccccd	4681.05	4681.1	4681.05	4681.05	4681.05
c1009a8800000000	-136017.0	-136017.0	-136017.0	-136017.0	-136017
40c00e78fcb69fd2	8220.9452122002	8220.9	8220.9452	8220.9452122	8220.95
40748b9055ead260	328.7227381870962	328.7	328.7227	328.7227382	328.723
40b3c8757d3f7fb6	5064.45894238346	5064.5	5064.4589	5064.4589424	5064.46
